episodes,sum_agent_wins,sum_adver_wins,sum_agent_exceed_screen,sum_adver_exceed_screen,sum_agent_number_of_team_collisions,sum_agent_number_of_oppo_collisions,sum_adver_number_of_team_collisions,sum_adver_number_of_oppo_collisions,avg_agent_number_of_team_collisions,avg_agent_number_of_oppo_collisions,avg_adver_number_of_team_collisions,avg_adver_number_of_oppo_collisions,avg_agent_actor_loss,avg_agent_critic_loss,avg_adver_actor_loss,avg_adver_critic_loss,avg_agent_actor_grad_norm,avg_agent_critic_grad_norm,avg_adver_actor_grad_norm,avg_adver_critic_grad_norm,agent_elo,adver_elo,agent_goal,adver_goal
30,0,4,6,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.2142845511858,1033.7857154488142,5,0.2
31,0,4,6,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.2874143680743,1030.7125856319255,5,0.2
32,0,5,6,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0870395593772,1043.9129604406226,5,0.2
33,0,5,6,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.047571330495,1039.9524286695048,5,0.2
34,0,5,6,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.6637921672348,1036.336207832765,5,0.2
35,0,5,6,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.9625125944896,1033.0374874055103,5,0.2
36,0,5,7,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.9692158470567,1030.0307841529432,5,0.2
37,0,5,7,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.7079259012074,1027.2920740987925,5,0.2
38,0,5,7,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.2011397975347,1024.7988602024652,5,0.2
39,0,5,7,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.4698093395891,1022.5301906604108,5,0.2
40,0,5,7,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.5333594982923,1020.4666405017076,5,0.2
41,0,5,8,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.4097331181569,1018.590266881843,5,0.2
42,0,5,9,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.115453616537,1016.8845463834629,5,0.2
43,0,5,9,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.6656991989508,1015.334300801049,5,0.2
44,0,5,10,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0743836532594,1013.9256163467405,5,0.2
45,0,5,10,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.354240042016,1012.6457599579838,5,0.2
46,0,5,10,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.5169046140041,1011.4830953859957,5,0.2
47,0,5,10,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.5729990391649,1010.427000960835,5,0.2
48,0,5,11,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.5322096731425,1009.4677903268574,5,0.2
49,0,5,12,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.4033630132166,1008.5966369867833,5,0.2
50,0,5,13,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.1944968467906,1007.8055031532093,5,0.2
51,0,5,14,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.9129268423554,1007.0870731576445,5,0.2
52,0,6,14,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.5653085117888,1022.4346914882111,5,0.2
53,0,6,14,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.620208566346,1020.3797914336538,5,0.2
54,0,6,14,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.4886926413877,1018.5113073586122,5,0.2
55,0,6,14,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.1872230035069,1016.812776996493,5,0.2
56,0,6,15,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.7309201742261,1015.2690798257738,5,0.2
57,0,6,16,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.1336439219848,1013.8663560780151,5,0.2
58,0,6,16,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.4080770143355,1012.5919229856644,5,0.2
59,0,6,17,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.5658090903551,1011.4341909096448,5,0.2
60,0,6,17,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.6174187876746,1010.3825812123252,5,0.2
61,0,6,17,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.5725528533646,1009.4274471466352,5,0.2
62,0,6,18,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.4400014177128,1008.5599985822871,5,0.2
63,0,6,18,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.2277689448166,1007.7722310551833,5,0.2
64,0,7,18,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.9431406191652,1023.0568593808347,5,0.2
65,0,7,19,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0543730997781,1020.9456269002218,5,0.2
66,0,7,20,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.9742420897724,1019.0257579102275,5,0.2
67,0,7,21,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.7196062570775,1017.2803937429223,5,0.2
68,0,7,21,40,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.3059604274611,1015.6940395725388,5,0.2
69,0,7,21,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.747515174391,1014.2524848256089,5,0.2
70,0,7,22,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0572800924989,1012.942719907501,5,0.2
71,0,7,22,42,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.2471478559227,1011.7528521440772,5,0.2
72,0,7,23,42,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.3279769951444,1010.6720230048555,5,0.2
73,0,7,23,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.3096719682592,1009.6903280317407,5,0.2
74,0,7,24,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.2012595904674,1008.7987404095325,5,0.2
75,0,7,25,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0109612504237,1007.9890387495761,5,0.2
76,0,7,26,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.7462606105769,1007.253739389423,5,0.2
77,0,7,26,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.4139666827067,1006.5860333172932,5,0.2
78,0,7,26,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0202723071449,1005.979727692855,5,0.2
79,0,7,26,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.5708081585881,1005.4291918414118,5,0.2
80,0,8,26,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0706924638464,1020.9293075361535,5,0.2
81,0,8,26,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.9890800094082,1019.0109199905917,5,0.2
82,0,8,27,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.73309380349,1017.2669061965099,5,0.2
83,0,8,27,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.3182179269738,1015.681782073026,5,0.2
84,0,8,27,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.7586528736729,1014.241347126327,5,0.2
85,0,8,28,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0673988405536,1012.9326011594463,5,0.2
86,0,8,28,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.2563397830102,1011.7436602169897,5,0.2
87,0,9,28,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3363261747305,1026.6636738252694,5,0.2
88,0,9,28,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.7730360348548,1024.2269639651452,5,0.2
89,0,9,28,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.9900670676611,1022.0099329323389,5,0.2
90,0,9,28,53,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0064787001407,1019.9935212998593,10,0.275
91,0,9,28,54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.8398621075572,1018.1601378924428,10,0.275
92,0,9,28,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.5064062472567,1016.4935937527433,10,0.275
93,0,10,28,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0209740766804,1030.9790259233196,10,0.275
94,0,10,28,56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.844381586498,1028.155618413502,10,0.275
95,0,10,28,57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.4151388951923,1025.5848611048077,10,0.275
96,0,10,28,58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.7547003680145,1023.2452996319855,10,0.275
97,0,10,28,59,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.8829841988388,1021.1170158011613,10,0.275
98,0,10,28,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.8184095631124,1019.1815904368877,10,0.275
99,0,10,28,61,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.5779542537283,1017.4220457462718,10,0.275
100,0,10,28,62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.1772257581813,1015.8227742418188,10,0.275
101,0,11,28,62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.6305403706044,1030.3694596293958,10,0.275
102,0,11,28,63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.3995195223824,1027.6004804776178,10,0.275
103,0,11,28,64,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.9204412731967,1025.0795587268035,10,0.275
104,0,11,28,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.214438501336,1022.7855614986643,10,0.275
105,0,11,28,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.301113548043,1020.6988864519573,10,0.275
106,0,11,28,67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.1985803044425,1018.8014196955577,10,0.275
107,0,11,28,68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.9235251665714,1017.0764748334288,10,0.275
108,0,11,28,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.4912801814879,1015.5087198185123,10,0.275
109,0,12,28,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.915903281548,1030.0840967184522,10,0.275
110,1,12,28,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.6593794881768,1011.3406205118234,10,0.275
111,1,12,28,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.7024079595762,1010.297592040424,10,0.275
112,2,12,28,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.6497419011749,993.3502580988253,10,0.275
113,2,12,28,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0375770069157,993.9624229930845,10,0.275
114,2,13,28,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.481719406115,1010.5182805938853,10,0.275
115,2,13,28,72,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.4493067243008,1009.5506932756995,4,0.2
116,2,13,28,73,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.3280728740041,1008.6719271259961,4,0.2
117,2,13,28,74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.1261240829325,1007.8738759170677,4,0.2
118,2,13,28,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.8508386347712,1007.149161365229,4,0.2
119,3,13,28,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.5089292489089,990.4910707510913,4,0.2
120,3,13,28,76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.6339981554054,991.3660018445948,4,0.2
121,3,13,28,77,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.8394316806914,992.1605683193088,4,0.2
122,3,13,28,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.1178830800732,992.8821169199271,4,0.2
123,4,13,28,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.4626684501266,977.5373315498737,4,0.2
124,4,13,29,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.4052341774028,979.5947658225974,4,0.2
125,4,13,29,79,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.5344387365279,981.4655612634723,4,0.2
126,5,13,29,79,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.8338019350983,967.1661980649019,4,0.2
127,5,13,29,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.8452003014982,970.1547996985021,4,0.2
128,5,13,29,81,0,0,0,0,0.0,0.0,0.0,0.0,0.017831236124038696,0.0008119182894006371,0.4565117657184601,3.159775951644406e-05,0.014876406639814377,0.15798026323318481,0.0036467870231717825,0.08609454333782196,1027.1230853757802,972.87691462422,4,0.2
129,5,14,29,81,0,0,0,0,0.0,0.0,0.0,0.0,0.05456491559743881,0.5367863476276398,0.0213012658059597,0.3741642236709595,0.010843857424333692,18.723222732543945,0.007358507253229618,13.711028099060059,1008.6450602826193,991.354939717381,4,0.2
130,5,15,29,81,0,0,0,0,0.0,0.0,0.0,0.0,0.08048628270626068,0.07153881713747978,-0.3913828730583191,0.029954800382256508,0.006373019190505147,5.539056062698364,0.007181376684457064,3.296117067337036,991.8494774642184,1008.1505225357819,4,0.2
131,5,15,29,82,0,0,0,0,0.0,0.0,0.0,0.0,0.05357129126787186,0.026924881618469954,-0.2890121340751648,0.05763328820466995,0.006900888867676258,2.7822326719760895,0.008053520694375038,4.550775051116943,992.5996179806274,1007.4003820193728,4,0.2
132,5,15,29,83,0,0,0,0,0.0,0.0,0.0,0.0,-0.02482274454087019,0.011247252085013315,-0.09036490321159363,0.018943898379802704,0.006137799005955458,1.784585177898407,0.006678094621747732,2.5466105937957764,993.2808063383707,1006.7191936616296,4,0.2
133,6,15,29,83,0,0,0,0,0.0,0.0,0.0,0.0,-0.05462324060499668,0.007944860262796283,-0.10475324839353561,0.004057921469211578,0.0036683802027255297,1.631651520729065,0.007770359981805086,1.079840898513794,1009.8993585142402,990.10064148576,4,0.2
134,6,15,29,84,0,0,0,0,0.0,0.0,0.0,0.0,0.022118672728538513,0.0023211712250486016,-0.2126249074935913,0.0027965090703219175,0.004222359508275986,0.7295094728469849,0.01033760141581297,0.9104179739952087,1008.9885795515928,991.0114204484074,4,0.2
135,6,15,29,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0463070273399353,0.0068193518673069775,-0.18342727422714233,0.0026756352744996548,0.00549434416461736,1.3659582138061523,0.007453226484358311,0.8926700353622437,1008.1614388105698,991.8385611894304,4,0.2
136,6,15,29,86,0,0,0,0,0.0,0.0,0.0,0.0,-0.050709523260593414,0.004708773107267916,-0.1376715898513794,0.0002745759265962988,0.006261506583541632,1.2524296045303345,0.007202039938420057,0.2688622772693634,1007.4102950810699,992.5897049189304,4,0.2
137,7,15,29,86,0,0,0,0,0.0,0.0,0.0,0.0,-0.028208304196596146,0.8126911377185024,-0.1649564653635025,0.0013486691750586033,0.005943964933976531,2.18310609459877,0.006845614407211542,0.6349295973777771,1022.7281953537417,977.2718046462585,4,0.2
138,8,15,29,86,0,0,0,0,0.0,0.0,0.0,0.0,0.07475309731671587,0.402811988722533,-0.21701841056346893,0.00031596049666404724,0.005164748523384333,1.091293752193451,0.0074460990726947784,0.29553353786468506,1036.6467142805795,963.3532857194207,4,0.2
139,9,15,29,86,0,0,0,0,0.0,0.0,0.0,0.0,0.10484359902329743,0.013646384788444266,-0.2184661477804184,0.0006610059645026922,0.004275132203474641,1.5885720029473305,0.008863093331456184,0.45051848888397217,1049.3206208876845,950.6793791123157,4,0.2
140,10,15,29,86,0,0,0,0,0.0,0.0,0.0,0.0,0.03928835690021515,0.4045286965556443,-0.19041767716407776,0.00030223920475691557,0.0048847810830920935,1.3711245656013489,0.008818719536066055,0.30103015899658203,1060.896266679503,939.1037333204971,4,0.2
141,10,15,29,87,0,0,0,0,0.0,0.0,0.0,0.0,-0.049125298857688904,0.003470491850748658,-0.09747414290904999,0.8113737106323242,0.00627474021166563,0.7362344097346067,0.006718777120113373,1.0505326986312866,1055.5064964023309,944.4935035976691,4,0.2
142,10,16,29,87,0,0,0,0,0.0,0.0,0.0,0.0,-0.04448844492435455,0.0027756866766139865,-0.0860460102558136,0.8113967180252075,0.005214426200836897,1.0114758908748627,0.005526892840862274,0.8673862814903259,1034.5613153925426,965.4386846074574,5,0.225
143,10,16,29,88,0,0,0,0,0.0,0.0,0.0,0.0,-0.00034599751234054565,0.004133039998123422,-0.13435037434101105,0.021615006029605865,0.004967524786479771,0.8779227957129478,0.004696457646787167,2.598862648010254,1031.4194449172885,968.5805550827114,5,0.225
