episodes,sum_agent_wins,sum_adver_wins,sum_agent_exceed_screen,sum_adver_exceed_screen,sum_agent_number_of_team_collisions,sum_agent_number_of_oppo_collisions,sum_adver_number_of_team_collisions,sum_adver_number_of_oppo_collisions,avg_agent_number_of_team_collisions,avg_agent_number_of_oppo_collisions,avg_adver_number_of_team_collisions,avg_adver_number_of_oppo_collisions,avg_agent_actor_loss,avg_agent_critic_loss,avg_adver_actor_loss,avg_adver_critic_loss,avg_agent_actor_grad_norm,avg_agent_critic_grad_norm,avg_adver_actor_grad_norm,avg_adver_critic_grad_norm,agent_elo,adver_elo,agent_goal,adver_goal
19,1,0,6,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.7612764761717,996.2387235238283,4.5,0.2
20,1,0,7,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.4149042344199,996.5850957655801,4.5,0.2
21,1,1,7,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.1004204384448,1012.8995795615552,4.5,0.2
22,1,2,7,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.2863367306604,1027.7136632693396,4.5,0.2
23,1,2,8,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.8174231744849,1025.182576825515,4.5,0.2
24,1,2,9,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.1207128838955,1022.8792871161045,4.5,0.2
25,1,3,9,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.2158729548856,1036.7841270451142,4.5,0.2
26,1,3,9,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.5540736078071,1033.4459263921929,4.5,0.2
27,1,3,9,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.5970509410954,1030.4029490589046,4.5,0.2
28,1,3,9,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.3690221024232,1027.6309778975767,4.5,0.2
29,1,3,9,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.8926829639677,1025.107317036032,4.5,0.2
30,1,3,9,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.1891842144245,1022.8108157855753,4.5,0.2
31,1,3,9,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.2781456613462,1020.7218543386535,4.5,0.2
32,1,3,9,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.1776980543308,1018.822301945669,4.5,0.2
33,1,3,9,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.9045438637058,1017.0954561362939,4.5,0.2
34,1,3,9,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.4740303178033,1015.5259696821964,4.5,0.2
35,1,3,9,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.9002295794097,1014.0997704205901,4.0,0.30000000000000004
36,1,3,9,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.1960222337043,1012.8039777662955,5.0,0.2
37,1,3,9,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.3731812926083,1011.6268187073915,5.0,0.2
38,1,4,9,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.4424547297035,1026.5575452702963,5.0,0.2
39,1,4,9,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.8696156140036,1024.1303843859962,5.0,0.2
40,1,4,9,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0779214584245,1021.9220785415753,5.0,0.2
41,1,4,10,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0863694117073,1019.9136305882924,5.0,0.2
42,1,4,10,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.9124908441651,1018.0875091558347,5.0,0.2
43,1,4,10,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.5724179157081,1016.4275820842917,5.0,0.2
44,1,4,10,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.080960108924,1014.9190398910757,5.0,0.2
45,1,4,10,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.4516861759129,1013.5483138240869,5.0,0.2
46,1,4,10,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.6970081280872,1012.3029918719126,5.0,0.2
47,1,4,10,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.8282648337386,1011.1717351662612,5.0,0.2
48,1,4,10,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.855803515998,1010.1441964840018,5.0,0.2
49,1,4,10,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.7890580007374,1009.2109419992623,5.0,0.2
50,1,4,10,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.6366229835269,1008.3633770164729,5.0,0.2
51,1,4,10,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.4063238959405,1007.5936761040592,5.0,0.2
52,1,4,10,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.1052821784343,1006.8947178215655,5.0,0.2
53,1,4,11,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.7399759292839,1006.2600240707159,5.0,0.2
54,1,4,11,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.3162960122963,1005.6837039877034,5.0,0.2
55,1,4,12,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.8395977824291,1005.1604022175707,5.0,0.2
56,1,4,12,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.3147486375627,1004.685251362437,5.0,0.2
57,1,4,13,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.7461716337657,1004.2538283662341,5.0,0.2
58,1,4,14,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.1378854159891,1003.8621145840107,5.0,0.2
59,1,4,15,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.4935407204242,1003.5064592795756,5.0,0.2
60,1,4,15,40,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.8164537018619,1003.1835462981379,5.0,0.2
61,1,4,15,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.1096363316373,1002.8903636683625,5.0,0.2
62,1,5,15,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.3758241008325,1018.6241758991673,5.0,0.2
63,1,5,15,42,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0846321758781,1016.9153678241216,5.0,0.2
64,1,5,15,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.6376898199777,1015.3623101800221,5.0,0.2
65,1,5,15,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0489339999842,1013.9510660000155,5.0,0.2
66,1,5,16,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.3311193628898,1012.66888063711,5.0,0.2
67,1,5,17,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.4959021629926,1011.5040978370072,5.0,0.2
68,1,5,17,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.553922542258,1010.4460774577418,5.0,0.2
69,1,5,17,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.5148838601599,1009.4851161398399,5.0,0.2
70,1,5,18,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.3876282273116,1008.6123717726882,5.0,0.2
71,1,5,18,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.180207738539,1007.8197922614607,5.0,0.2
72,1,5,18,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.8999511513131,1007.1000488486867,5.0,0.2
73,1,5,18,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.5535259355499,1006.4464740644498,5.0,0.2
74,1,5,18,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.1469957474811,1005.8530042525186,5.0,0.2
75,1,5,19,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.6858734667788,1005.3141265332209,5.0,0.2
76,1,5,19,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.1751699926741,1004.8248300073257,5.0,0.2
77,1,5,20,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.6194390293206,1004.3805609706792,5.0,0.2
78,1,5,21,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0228181091654,1003.9771818908343,5.0,0.2
79,1,5,22,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.3890661101411,1003.6109338898586,5.0,0.2
80,1,5,23,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.7215975215031,1003.2784024784967,5.0,0.2
81,1,5,23,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0235137066575,1002.9764862933423,5.0,0.2
82,1,5,23,53,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.2976314012177,1002.7023685987821,5.0,0.2
83,1,6,23,53,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.5465086721791,1018.4534913278206,5.0,0.2
84,1,6,23,54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.2397738062068,1016.760226193793,5.0,0.2
85,1,6,23,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.7786757839372,1015.2213242160626,5.0,0.2
86,1,6,23,56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.1770347792373,1013.8229652207625,5.0,0.2
87,1,6,23,57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.447496702277,1012.5525032977228,5.0,0.2
88,1,6,23,58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.6016170408751,1011.3983829591247,5.0,0.2
89,1,6,23,59,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.6499429066594,1010.3500570933404,5.0,0.2
90,1,6,23,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.6020920320117,1009.3979079679881,5.0,0.2
91,1,6,24,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.4668279093803,1008.5331720906195,5.0,0.2
92,1,6,24,61,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.2521305961419,1007.7478694038579,5.0,0.2
93,1,6,24,62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.9652629509061,1007.0347370490937,5.0,0.2
94,1,6,24,63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.6128322414745,1006.3871677585253,5.0,0.2
95,1,6,24,64,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.2008471869893,1005.7991528130104,5.0,0.2
96,1,6,25,64,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.7347705800241,1005.2652294199756,5.0,0.2
97,1,6,25,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.2195676885023,1004.7804323114975,5.0,0.2
98,1,6,25,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.6597506700787,1004.3402493299211,5.0,0.2
99,1,6,25,67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0594192488555,1003.9405807511442,5.0,0.2
100,1,7,25,67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.4222979104524,1019.5777020895474,5.0,0.2
101,1,7,26,67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.2178755158382,1017.7821244841616,4.0,0.2
102,1,7,26,68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.8499733067374,1016.1500266932624,4.0,0.2
103,1,7,26,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.3331751561129,1014.6668248438868,4.0,0.2
104,1,7,27,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.6808390000547,1013.3191609999451,4.0,0.2
105,1,7,28,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.9051809122201,1012.0948190877797,4.0,0.2
106,1,7,29,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0173584362724,1010.9826415637274,4.0,0.2
107,1,7,29,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0275515789241,1009.9724484210757,4.0,0.2
108,1,7,29,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.9450403964854,1009.0549596035144,4.0,0.2
109,1,7,29,72,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.7782785062356,1008.2217214937642,4.0,0.2
110,1,7,29,73,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.5349621485856,1007.4650378514142,4.0,0.2
111,1,7,29,74,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.2220946401803,1006.7779053598194,4.0,0.2
112,1,7,30,74,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.8460462106465,1006.1539537893533,4.0,0.2
113,1,8,30,74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.412609321597,1021.5873906784028,4.0,0.2
114,1,8,31,74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.3907098138208,1019.609290186179,4.0,0.2
115,1,8,31,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.189160090753,1017.8108399092467,4.0,0.2
116,1,8,31,76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.8238751062115,1016.1761248937883,4.0,0.2
117,1,8,31,77,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.3094599994536,1014.6905400005461,4.0,0.2
118,1,8,31,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.6592925689051,1013.3407074310945,4.0,0.2
119,1,9,31,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.8856073417054,1028.1143926582943,4.0,0.2
120,1,10,31,78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.4526654997076,1041.547334500292,4.0,0.2
121,1,10,31,79,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.2079862568032,1037.7920137431963,4.0,0.2
122,1,10,31,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.634867517443,1034.3651324825566,4.0,0.2
123,1,10,31,81,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.7593617772826,1031.240638222717,4.0,0.2
124,1,10,31,82,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.6061081400044,1028.3938918599952,4.0,0.2
125,1,10,31,83,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.1982399763741,1025.8017600236253,4.0,0.2
126,1,10,31,84,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.5573478672352,1023.4426521327642,4.0,0.2
127,1,10,31,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.7034842138015,1021.2965157861979,4.0,0.2
128,1,10,31,86,0,0,0,0,0.0,0.0,0.0,0.0,0.30535493791103363,0.000378389930119738,0.8723188638687134,2.294612407684326,0.003654433647170663,0.05149494297802448,0.004326383117586374,7.300599575042725,980.6551981864127,1019.3448018135867,4.0,0.2
129,1,10,31,87,0,0,0,0,0.0,0.0,0.0,0.0,-0.21993251889944077,0.26005375385284424,0.6507952809333801,2.506967544555664,0.005446679657325149,12.368318796157837,0.0026879003271460533,14.243741035461426,982.4295918647603,1017.5704081352392,4.0,0.2
130,1,10,31,88,0,0,0,0,0.0,0.0,0.0,0.0,-0.35268212109804153,0.005799219507025555,0.3110899329185486,2.3067924976348877,0.006204400211572647,1.1810808926820755,0.0026784127112478018,7.231482028961182,984.0423903697897,1015.9576096302097,4.0,0.2
131,1,10,31,89,0,0,0,0,0.0,0.0,0.0,0.0,-0.34857454150915146,0.08119739528046921,0.3497462868690491,2.224761724472046,0.003990209195762873,4.130248486995697,0.0020924413111060858,1.5730814933776855,985.508020448622,1014.4919795513774,4.0,0.2
132,1,10,31,90,0,0,0,0,0.0,0.0,0.0,0.0,-0.18418165668845177,0.04708597157150507,0.5506236553192139,2.214571952819824,0.0038010834250599146,3.231434255838394,0.004009683150798082,0.9853091835975647,986.8396933448623,1013.1603066551371,4.0,0.2
133,1,11,31,90,0,0,0,0,0.0,0.0,0.0,0.0,-0.06967946514487267,0.004311263095587492,0.5276108384132385,2.227736473083496,0.00513456214684993,1.0782747566699982,0.005327398423105478,3.247988700866699,972.0494888896247,1027.9505111103747,4.0,0.2
134,1,11,31,91,0,0,0,0,0.0,0.0,0.0,0.0,-0.05804117023944855,0.019971070767496713,0.379963755607605,2.2128238677978516,0.0054201362654566765,1.7520792707800865,0.008012855425477028,2.447038412094116,974.6018393188066,1025.3981606811928,4.0,0.2
135,1,11,31,92,0,0,0,0,0.0,0.0,0.0,0.0,-0.07354805362410843,0.03126930817961693,0.39581480622291565,2.1971547603607178,0.006006180425174534,2.317110151052475,0.010142526589334011,1.0975433588027954,976.924570071675,1023.0754299283244,4.0,0.2
136,1,11,32,92,0,0,0,0,0.0,0.0,0.0,0.0,-0.14259541034698486,0.015072572248755023,0.332402765750885,1.472482442855835,0.006473038112744689,1.518396407365799,0.013354117050766945,0.7716658711433411,979.0374831586699,1020.9625168413295,4.0,0.2
137,1,11,32,93,0,0,0,0,0.0,0.0,0.0,0.0,-0.2500751167535782,0.001054038992151618,0.3740813136100769,2.196751356124878,0.007939208066090941,0.46344706416130066,0.016585541889071465,2.486121654510498,980.9588853539507,1019.0411146460488,4.0,0.2
138,1,11,33,93,0,0,0,0,0.0,0.0,0.0,0.0,-0.25425339490175247,0.008921490923967212,0.5084325671195984,2.1851000785827637,0.007016436429694295,1.2867093831300735,0.01759526878595352,1.8870108127593994,982.7056470845378,1017.2943529154617,4.0,0.2
139,1,11,34,93,0,0,0,0,0.0,0.0,0.0,0.0,-0.20603516697883606,0.01120501210243674,0.5106000900268555,2.1776914596557617,0.006364688277244568,1.2706754133105278,0.02124333567917347,1.2455875873565674,984.2932742935755,1015.706725706424,4.0,0.2
140,1,11,35,93,0,0,0,0,0.0,0.0,0.0,0.0,-0.1491130068898201,0.0029654555837623775,0.377336323261261,0.775243878364563,0.004217450972646475,0.7477204352617264,0.023231524974107742,4.936797618865967,985.7359879842084,1014.2640120157911,4.0,0.2
141,1,11,35,94,0,0,0,0,0.0,0.0,0.0,0.0,-0.14943382143974304,0.0019826145326078404,0.33564460277557373,1.4576966762542725,0.004280892899259925,0.4854235388338566,0.02625570073723793,0.5279127359390259,987.046807475513,1012.9531925244864,4.0,0.2
